epoch,loss,best_loss
1,18.914184597065223,18.914184597065223
2,0.5614103909190249,0.5614103909190249
3,0.4129693384965617,0.4129693384965617
4,0.37379450178941365,0.37379450178941365
5,0.28417343048102733,0.28417343048102733
6,0.21891126993430718,0.21891126993430718
7,0.303262006708372,0.21891126993430718
8,0.19175283606687332,0.19175283606687332
9,0.18053946498709667,0.18053946498709667
10,0.17356822697723212,0.17356822697723212
11,0.1695986434881647,0.1695986434881647
12,0.16564683497176108,0.16564683497176108
13,0.16133568728717468,0.16133568728717468
14,0.15903695122850312,0.15903695122850312
15,0.15683459903175465,0.15683459903175465
16,0.15469079496831495,0.15469079496831495
17,0.15650403266196164,0.15469079496831495
18,0.1680100441546294,0.15469079496831495
19,0.14921070974134162,0.14921070974134162
20,0.1489652787736134,0.1489652787736134
21,0.15488187843079199,0.1489652787736134
22,0.17131300100393043,0.1489652787736134
23,0.14894905773256997,0.14894905773256997
24,0.16256653146024347,0.14894905773256997
25,0.19754072005906018,0.14894905773256997
26,0.14338235334946853,0.14338235334946853
27,0.19600593688641554,0.14338235334946853
28,0.14384156520669622,0.14338235334946853
29,0.1399026693607895,0.1399026693607895
30,0.13870523973024096,0.13870523973024096
31,0.1372139866936968,0.1372139866936968
32,0.13552140427134662,0.13552140427134662
33,0.1349321132994474,0.1349321132994474
34,0.13576630389471434,0.1349321132994474
35,0.13193927107474246,0.13193927107474246
36,0.133693058352204,0.13193927107474246
37,0.12951077671308872,0.12951077671308872
38,0.12952957427301234,0.12951077671308872
39,0.12825345555028217,0.12825345555028217
40,0.12826777177192,0.12825345555028217
41,0.1295479006407672,0.12825345555028217
42,0.12838405598394892,0.12825345555028217
43,0.12258879332290672,0.12258879332290672
44,0.12194052312699112,0.12194052312699112
45,0.12029687451263411,0.12029687451263411
46,0.12386802993424288,0.12029687451263411
47,0.12443446307327496,0.12029687451263411
48,0.12071997500407786,0.12029687451263411
49,0.11884580314018274,0.11884580314018274
50,0.11844170071596849,0.11844170071596849
51,0.11651168756739357,0.11651168756739357
52,0.11368875523366766,0.11368875523366766
53,0.11859108868419356,0.11368875523366766
54,0.1861842268643663,0.11368875523366766
55,0.16487779922553078,0.11368875523366766
56,0.1158414116946607,0.11368875523366766
57,0.11430421240898056,0.11368875523366766
58,0.11394170522536533,0.11368875523366766
59,0.1120358231310497,0.1120358231310497
60,0.11305969363765268,0.1120358231310497
61,0.11128067251574966,0.11128067251574966
62,0.11105511182203139,0.11105511182203139
63,0.11464193688959248,0.11105511182203139
64,0.10858592450265497,0.10858592450265497
65,0.10780149982070053,0.10780149982070053
66,0.10653565709739528,0.10653565709739528
67,0.10833349582995251,0.10653565709739528
68,0.12327804721213848,0.10653565709739528
69,0.13194890545078863,0.10653565709739528
70,0.10733005701781587,0.10653565709739528
71,0.10674718227970391,0.10653565709739528
72,0.10571120113182747,0.10571120113182747
73,0.10578437627309818,0.10571120113182747
74,0.10962039182037223,0.10571120113182747
75,0.10956520218443645,0.10571120113182747
76,0.10496469238140965,0.10496469238140965
77,0.10510088696890967,0.10496469238140965
78,0.10542575893121647,0.10496469238140965
79,0.10510916792064136,0.10496469238140965
80,0.11137621424698817,0.10496469238140965
81,0.11370376320551068,0.10496469238140965
82,0.10748853799236133,0.10496469238140965
83,0.11068109551906023,0.10496469238140965
84,0.11240814514728639,0.10496469238140965
85,0.10486850902679241,0.10486850902679241
86,0.1040966461275496,0.1040966461275496
87,0.10255224862958938,0.10255224862958938
88,0.1047748620895942,0.10255224862958938
89,0.1015359572991476,0.1015359572991476
90,0.10062766922900304,0.10062766922900304
91,0.10306541700282185,0.10062766922900304
92,0.10123763250413562,0.10062766922900304
93,0.10184123969767266,0.10062766922900304
94,0.11158307763443574,0.10062766922900304
95,0.09998236654121406,0.09998236654121406
96,0.09899725409683229,0.09899725409683229
97,0.10591549802576014,0.09899725409683229
98,0.13393956203401852,0.09899725409683229
99,0.14514183503441627,0.09899725409683229
100,0.10130043139232847,0.09899725409683229
101,0.09976820468783347,0.09899725409683229
102,0.10074094583144418,0.09899725409683229
103,0.1034169263607111,0.09899725409683229
104,0.09837504985067745,0.09837504985067745
105,0.09947937391375357,0.09837504985067745
106,0.09954195224390999,0.09837504985067745
107,0.10549683877114102,0.09837504985067745
108,0.11372960859723501,0.09837504985067745
109,0.10335709498064485,0.09837504985067745
110,0.10518650358850849,0.09837504985067745
111,0.10063399523450269,0.09837504985067745
112,0.09822948154662885,0.09822948154662885
113,0.09772139603359972,0.09772139603359972
114,0.09752443770706123,0.09752443770706123
115,0.09942032451218014,0.09752443770706123
116,0.1021916763414756,0.09752443770706123
117,0.10103839841967571,0.09752443770706123
118,0.10465094857457763,0.09752443770706123
119,0.11314278386519777,0.09752443770706123
120,0.11652312650919243,0.09752443770706123
121,0.10003963142776541,0.09752443770706123
122,0.0999933042147483,0.09752443770706123
123,0.10441912202755148,0.09752443770706123
124,0.11007422005643779,0.09752443770706123
125,0.1068645793072803,0.09752443770706123
126,0.12646573241130518,0.09752443770706123
127,0.11885813433949263,0.09752443770706123
128,0.10862409106832391,0.09752443770706123
129,0.09907107086148172,0.09752443770706123
130,0.1008329385833691,0.09752443770706123
131,0.10121240868505942,0.09752443770706123
132,0.1120108800222017,0.09752443770706123
133,0.10413064214125682,0.09752443770706123
134,0.09663256115990068,0.09663256115990068
135,0.09620623250083273,0.09620623250083273
136,0.09707575248339079,0.09620623250083273
137,0.1027388507537806,0.09620623250083273
138,0.10483606694470556,0.09620623250083273
139,0.10515987621829134,0.09620623250083273
140,0.11157537815389103,0.09620623250083273
141,0.11988683707216664,0.09620623250083273
142,0.10487932639594313,0.09620623250083273
143,0.09558019856513612,0.09558019856513612
144,0.09458883029281176,0.09458883029281176
145,0.09950506892499851,0.09458883029281176
146,0.10952749678557097,0.09458883029281176
147,0.09678056562771538,0.09458883029281176
148,0.09602700904549685,0.09458883029281176
149,0.09758325652523295,0.09458883029281176
150,0.09528757820297562,0.09458883029281176
151,0.09733764510092946,0.09458883029281176
152,0.10053031290664657,0.09458883029281176
153,0.09418895857275099,0.09418895857275099
154,0.09496827031840621,0.09418895857275099
155,0.10586370698865855,0.09418895857275099
156,0.10069451836477412,0.09418895857275099
157,0.09605279428502943,0.09418895857275099
158,0.09944322244650844,0.09418895857275099
159,0.09349414060578183,0.09349414060578183
160,0.09520215206531735,0.09349414060578183
161,0.09540964705077835,0.09349414060578183
162,0.10470397273161021,0.09349414060578183
163,0.09883887337593973,0.09349414060578183
164,0.10479971497015457,0.09349414060578183
165,0.14773897609102218,0.09349414060578183
166,0.11592446182074463,0.09349414060578183
167,0.1177626526486046,0.09349414060578183
168,0.13067022023454355,0.09349414060578183
169,0.10854459994691885,0.09349414060578183
170,0.10893910809654808,0.09349414060578183
171,0.10227085667655658,0.09349414060578183
172,0.1044890288997368,0.09349414060578183
173,0.12785291213074682,0.09349414060578183
174,0.12083530680640396,0.09349414060578183
175,0.09546425521552716,0.09349414060578183
176,0.09474141635256518,0.09349414060578183
177,0.0943641819073351,0.09349414060578183
178,0.09742754255150823,0.09349414060578183
179,0.098357355080936,0.09349414060578183
